id,state,chamber,committee,subcommittee,parent_id
ARC000247,ar,joint,Desegregation Litigation Oversight Subcommittee,,
ARC000244,ar,joint,Academic Facilities Oversight Committee,,
ARC000245,ar,joint,Arkansas State Game & Fish Commission Oversight Committee,,
ARC000253,ar,joint,Rural Fire Departments Study Committee,,
ARC000248,ar,joint,Economic And Tax Policy,,
ARC000242,ar,joint,Arkansas Lottery Commission Legislative Oversight Committee,,
ARC000211,ar,joint,Advanced Communications And Information Technology - Joint,,
ARC000212,ar,joint,Energy - Joint,,
ARC000213,ar,joint,Joint Budget Committee,,
ARC000214,ar,joint,Joint Performance Review  (Jpr),,
ARC000215,ar,joint,Legislative Facilities,,
ARC000216,ar,joint,Legislative Joint Auditing,,
ARC000217,ar,joint,Public Retirement & Social Security Programs-Joint,,
ARC000210,ar,joint,Arkansas Legislative Council (Alc),,
ARC000249,ar,joint,Joint Budget Committee,CLAIMS,ARC000213
ARC000250,ar,joint,Joint Budget Committee,-PEER REVIEW,ARC000213
ARC000251,ar,joint,Joint Budget Committee,PERSONNEL,ARC000213
ARC000252,ar,joint,Joint Budget Committee,SPECIAL LANGUAGE,ARC000213
ARC000246,ar,joint,Code Revision Commission,,
ARC000243,ar,joint,Arkansas Legislative Council (Alc),ALC/EXECUTIVE SUBCOMMITTEE,ARC000210
ARC000265,ar,lower,Education Committee,"K-12, VOCATIONAL-TECHNICAL INSTITUTIONS SUBCOMMITTEE",ARC000221
ARC000270,ar,lower,Judiciary Committee,COURTS & CIVIL LAW SUBCOMMITTEE,ARC000225
ARC000272,ar,lower,"Public Health, Welfare And Labor Committee",HEALTH SERVICES SUBCOMMITTEE,ARC000226
ARC000273,ar,lower,"Public Health, Welfare And Labor Committee",HUMAN SERVICES SUBCOMMITTEE,ARC000226
ARC000277,ar,lower,Public Transportation,WATERWAYS & AERONAUTICS SUBCOM.,ARC000227
ARC000255,ar,lower,"Aging, Children And Youth, Legislative & Military Affairs",AGING SUBCOMMITTEE,ARC000218
ARC000256,ar,lower,"Aging, Children And Youth, Legislative & Military Affairs",CHILDREN & YOUTH SUBCOM.,ARC000218
ARC000258,ar,lower,"Agriculture, Forestry & Economic Development","AGRICULTURE, FORESTRY & NATURAL RESOURCES SUBCOM.",ARC000219
