id,state,chamber,committee,subcommittee,parent_id
SDC000002,sd,lower,Government Operations and Audit,,
SDC000013,sd,lower,Retirement Laws,,
SDC000001,sd,lower,Appropriations,,
SDC000006,sd,lower,Health and Human Services,,
SDC000012,sd,lower,Legislative Procedure,,
SDC000011,sd,lower,Judiciary,,
SDC000009,sd,lower,Taxation,,
SDC000004,sd,lower,Local Government,,
SDC000008,sd,lower,State Affairs,,
SDC000010,sd,lower,Transportation,,
SDC000007,sd,lower,Commerce and Energy,,
SDC000005,sd,lower,Education,,
SDC000003,sd,lower,Agriculture and Natural Resources,,
SDC000024,sd,upper,Government Operations and Audit,,
SDC000021,sd,upper,Commerce and Energy,,
SDC000026,sd,upper,Health and Human Services,,
SDC000018,sd,upper,Judiciary,,
SDC000022,sd,upper,Education,,
SDC000015,sd,upper,Agriculture and Natural Resources,,
SDC000023,sd,upper,Legislative Procedure,,
SDC000016,sd,upper,Taxation,,
SDC000020,sd,upper,State Affairs,,
SDC000014,sd,upper,Appropriations,,
SDC000019,sd,upper,Local Government,,
SDC000025,sd,upper,Retirement Laws,,
SDC000017,sd,upper,Transportation,,
